temporada,torneo,jornada,fecha,hora,local,visitante,goles_local,goles_visitante,penales,pen_local,,pen_visitante,Score,,,,,,,
2025/26,Clausura,17,2026-04-25,21:10,America,Atlas,0,1,FALSE,,,,0–1,,,,"37,516",Estadio Banorte,Víctor Cáceres,Match Report
2025/26,Clausura,17,2026-04-26,17:00,Santos Laguna,Monterrey,3,0,FALSE,,,,3–0,,,,"11,568",Estadio Nuevo Corona,Abraham Quirarte,Match Report
2025/26,Clausura,17,2026-04-26,19:05,Cruz Azul,Necaxa,4,1,FALSE,,,,4–1,,,,"20,448",Estadio Banorte,Iván López,Match Report
2025/26,Clausura,17,2026-05-02,19:00,UANL,Guadalajara,3,1,FALSE,,,,3–1,,,,"42,392",Estadio Universitario de Nuevo Leon,Vicente Arce,Match Report
2025/26,Clausura,17,2026-05-02,21:15,Atlas,Cruz Azul,2,3,FALSE,,,,2–3,,,,"29,514",Estadio Jalisco,Yonatan Peinado Aguirre,Match Report
2025/26,Clausura,17,2026-05-03,17:00,America,UNAM,3,3,FALSE,,,,3–3,,,,"26,480",Estadio Banorte,Luis Enrique Santander,Match Report
2025/26,Clausura,17,2026-05-03,19:15,Toluca,Pachuca,0,1,FALSE,,,,0–1,,,,"24,561",Estadio Nemesio Díez,Fernando Hernández,Match Report
2025/26,Clausura,17,2026-05-09,19:07,Guadalajara,UANL,2,0,FALSE,,,,2–0,,,,"42,854",Estadio Akron,Marco Antonio Ortíz,Match Report
2025/26,Clausura,17,2026-05-09,21:15,Cruz Azul,Atlas,1,0,FALSE,,,,1–0,,,,"32,840",Estadio Banorte,Katia García,Match Report
2025/26,Clausura,17,2026-05-10,17:00,Pachuca,Toluca,2,0,FALSE,,,,2–0,,,,"21,880",Estadio Hidalgo,Adonai Escobedo,Match Report
2025/26,Clausura,17,2026-05-10,19:15,UNAM,America,3,3,FALSE,,,,3–3,,,,"48,297",Estadio Olímpico de Universitario,César Arturo Ramos,Match Report
2025/26,Clausura,17,2026-05-13,20:00,Cruz Azul,Guadalajara,2,2,FALSE,,,,2–2,,,,"63,375",Estadio Banorte,Maximiliano Quintero,Match Report
2025/26,Clausura,17,2026-05-14,19:00,Pachuca,UNAM,1,0,FALSE,,,,1–0,,,,"25,920",Estadio Hidalgo,Ismael López,Match Report
2025/26,Clausura,17,2026-05-16,19:07,Guadalajara,Cruz Azul,1,2,FALSE,,,,1–2,,,,"46,200",Estadio Jalisco,César Arturo Ramos,Match Report
2025/26,Clausura,17,2026-05-17,19:00,UNAM,Pachuca,1,0,FALSE,,,,1–0,,,,"48,410",Estadio Olímpico de Universitario,Daniel Quintero,Match Report
2025/26,Clausura,17,2026-05-21,20:00,Cruz Azul,UNAM,0,0,FALSE,,,,0–0,,,,"27,500",Estadio de la Ciudad de los Deportes,Ismael López,Match Report
2025/26,Clausura,17,2026-05-24,19:00,UNAM,Cruz Azul,1,2,FALSE,,,,1–2,,,,"48,445",Estadio Olímpico de Universitario,Daniel Quintero,Match Report
